,Student_Number,AI_Condition,Group,Outcome,Score,Task,avg_z
2931,eb817297c2e6d83a,No AI,C,Time_Spent,0.8333333333333334,P3,1.0337343166650717
2932,17a215d736ecc60d,Vincent,B,Time_Spent,0.4083333333333333,P3,1.0167971094124544
2933,69d5d27764fbbaac,Vincent,B,Time_Spent,0.775,P3,0.8347211699773922
2934,3088c17c41bb79cf,GPT 01,A,Time_Spent,0.9833333333333333,P3,-1.0046943186026525
2935,8c09cd568a2f07d6,Vincent,B,Time_Spent,0.4666666666666667,P3,-1.164164359706397
2936,8944194b2121b319,Vincent,B,Time_Spent,0.375,P3,-0.3487724363505114
2937,75bfae39ea7d8d5b,Vincent,B,Time_Spent,0.3,P3,0.6533035312259791
2938,17ca821110ac1fa2,No AI,C,Time_Spent,1.0,P3,0.24967175643109654
2939,422317341c3e815e,Vincent,B,Time_Spent,1.0,P3,-0.5229487675817861
2940,e74d00befb08510a,Vincent,B,Time_Spent,0.5,P3,-0.3428477301976709
2941,d64f01781e54567f,Vincent,B,Time_Spent,1.0,P3,0.38216452412433277
2942,0fa325208d547822,Vincent,B,Time_Spent,0.25,P3,0.6519869298586811
2943,d1082f98da60718d,Vincent,B,Time_Spent,0.4166666666666667,P3,-0.7056830077004972
2944,f91d96f422d5707e,GPT 01,A,Time_Spent,0.625,P3,-0.35095943751371733
2945,05c223da1342eb22,Vincent,B,Time_Spent,0.5,P3,0.3801896220733859
2946,15947270bb099c07,GPT 01,A,Time_Spent,0.20833333333333334,P3,0.7825899055849773
2947,eb0657499c70202f,GPT 01,A,Time_Spent,0.9583333333333334,P3,0.4988959079018984
2948,0534f6d47f4a21f6,No AI,C,Time_Spent,0.8416666666666667,P3,0.8811938561532605
2949,11d471df43205dfb,No AI,C,Time_Spent,0.6916666666666667,P3,-0.5523587216868323
2950,e0a9f0ffff131843,No AI,C,Time_Spent,1.0,P3,1.1933948630685225
2951,b0eea11d8aa104e7,No AI,C,Time_Spent,1.0,P3,-0.6140533738497499
2952,22eaed27a6a72a3c,No AI,C,Time_Spent,0.8333333333333334,P3,0.2787777991943025
2953,d8bb952342c588bb,Vincent,B,Time_Spent,0.5,P3,-0.44988990807976836
2954,bf1a26353df9965e,Vincent,B,Time_Spent,0.275,P3,-0.25378466253108667
2955,09c545b24ffb476e,GPT 01,A,Time_Spent,0.4666666666666667,P3,0.7505164853473411
2956,a40efe211e46e49a,GPT 01,A,Time_Spent,0.325,P3,0.06348153638714865
2957,7384d11c263ac7d9,GPT 01,A,Time_Spent,0.7083333333333334,P3,0.25960200071382916
2958,9e2e00fa7c285ff5,No AI,C,Time_Spent,1.0,P3,-0.8899831386873962
2959,eab55a7284651fe8,No AI,C,Time_Spent,0.6666666666666666,P3,0.5364493532610568
2960,fc7f934bbaf5bcc5,No AI,C,Time_Spent,1.0,P3,-0.14219182053103688
2961,eb6be2f6ae0e29b1,No AI,C,Time_Spent,0.7916666666666666,P3,-0.12761624243804898
2962,98bd1346a5fce77b,Vincent,B,Time_Spent,0.6833333333333333,P3,0.6546201325932769
2963,c1f9916910cd4128,No AI,C,Total_Score,24.0,P3,-0.13134398853872298
2964,7316aefcd59a0b74,GPT 01,A,Total_Score,32.0,P3,-0.6013533673255389
2965,1167a8417b14a001,GPT 01,A,Total_Score,27.0,P3,0.9133368818027643
2966,5eb1b92aee244e2a,GPT 01,A,Total_Score,32.0,P3,0.18435513761480438
2967,065a189f3e847a38,GPT 01,A,Total_Score,32.0,P3,0.3903489769316162
2968,865d47f31de717c9,No AI,C,Total_Score,17.0,P3,-0.18591855481000075
2969,1777a66aff697497,No AI,C,Total_Score,22.0,P3,-0.1821908087093267
2970,6ec4e59da50d8f3a,Vincent,B,Total_Score,27.0,P3,-0.25312636184743775
2971,4fdc1cc6f372410e,GPT 01,A,Total_Score,27.0,P3,0.3570489090603589
2972,ddbc5bb6018f9e0f,No AI,C,Total_Score,22.0,P3,-0.7374426781755852
2973,1bcba07e11b7af99,Vincent,B,Total_Score,32.0,P3,0.6579116360115216
2974,4c56c0d8e61ed412,No AI,C,Total_Score,31.0,P3,1.1571236209909068
2975,3d53c1b0295b9a26,GPT 01,A,Total_Score,31.0,P3,-0.06726543983063839
2976,544af5e3f23bd87a,Vincent,B,Total_Score,26.0,P3,0.8347211699773922
2977,ad4e0a23d55a9bc2,No AI,C,Total_Score,27.0,P3,-0.24015771477157025
2978,9109b13b11fd7782,GPT 01,A,Total_Score,22.0,P3,0.18312848998118322
2979,6a370e860ed24357,No AI,C,Total_Score,33.0,P3,0.9611918325098401
2980,13b6a1020ad46272,Vincent,B,Total_Score,30.0,P3,-1.9769230803276874
2981,7c4f2cdf9a7ba025,Vincent,B,Total_Score,26.0,P3,-1.7038091711750942
2982,e0586dd6ba414274,GPT 01,A,Total_Score,31.0,P3,0.06348153638714865
2983,7e107a9c0ebdc482,No AI,C,Total_Score,33.0,P3,1.6398330063019337
2984,2bfdab79d93e7bce,Vincent,B,Total_Score,31.0,P3,-0.7960626767343792
2985,889b30f2a988ff0a,Vincent,B,Total_Score,25.0,P3,0.02064584798880434
2986,efbfc0f029c0ac5f,No AI,C,Total_Score,32.0,P3,-0.11304066434506099
2987,1532b47abfa256d4,Vincent,B,Total_Score,26.0,P3,-0.7069996090677951
2988,824bb66524753233,No AI,C,Total_Score,17.0,P3,-1.4198115980683528
2989,f89651d646f1ab95,GPT 01,A,Total_Score,32.0,P3,0.5210959531494033
2990,02a6298460b477ce,Vincent,B,Total_Score,25.0,P3,0.47254419315821483
2991,3b79cd5d4dc9545c,No AI,C,Total_Score,26.0,P3,-0.26558112485687213
2992,81703482b559611e,Vincent,B,Total_Score,22.0,P3,0.017354344570559593
2993,8b3794f02b5e4db5,No AI,C,Total_Score,26.0,P3,-0.3272757770197897
2994,79d436c6314eda33,GPT 01,A,Total_Score,26.0,P3,-0.35095943751371733
2995,9be12b158467797d,No AI,C,Total_Score,25.0,P3,-0.16761523061633873
2996,820ef4cb24626154,Vincent,B,Total_Score,21.0,P3,0.5635821628757459
2997,b342e13cf1dcabea,No AI,C,Total_Score,20.0,P3,-0.4181215853686832
2998,bfd51df7115d0bee,Vincent,B,Total_Score,31.0,P3,0.4758356965764596
2999,8fd8eb1d02d74b73,GPT 01,A,Total_Score,34.0,P3,0.16215509236729947
3000,60f4a10cf0e76952,GPT 01,A,Total_Score,27.0,P3,0.8923634841888806
3001,f7b9fdfc04c988ab,GPT 01,A,Total_Score,29.0,P3,-0.8529739447709817
3002,446f96dc3003002c,GPT 01,A,Total_Score,30.0,P3,0.8479633936938707
3003,d2aff30970fe0d4c,No AI,C,Total_Score,14.0,P3,-0.38557808939174154
3004,7f1b0f735e644984,Vincent,B,Total_Score,19.0,P3,1.0174554100961033
3005,742df284c8614f30,No AI,C,Total_Score,11.0,P3,-1.1404894934397407
3006,9ee9f3b5b5934e01,Vincent,B,Total_Score,11.0,P3,-1.2512525253220346
3007,af90ee0cf16ffd33,No AI,C,Total_Score,27.0,P3,-0.3018523669344879
3008,ce5032424903d61d,Vincent,B,Total_Score,27.0,P3,-0.43586060196614884
3009,1d27419a27bc132a,Vincent,B,Total_Score,27.0,P3,-0.25180976048013987
3010,68c3cbbda9ab9909,Vincent,B,Total_Score,32.0,P3,-0.250493159112842
3011,475d59d3b81d4bac,GPT 01,A,Total_Score,25.0,P3,-0.524879856592893
3012,dd5b4506ccb8edff,Vincent,B,Total_Score,27.0,P3,0.29244315577409963
3013,2cd520fd07667404,Vincent,B,Total_Score,32.0,P3,0.8334045686100943
3014,e5515ac0c0f126c6,GPT 01,A,Total_Score,25.0,P3,-0.2300858362860616
3015,7eb33ecb29043786,Vincent,B,Total_Score,25.0,P3,0.7436832002598611
3016,7d228f6d656337bb,Vincent,B,Total_Score,34.0,P3,0.3828228248079817
3017,cdb181d570ee13d8,GPT 01,A,Total_Score,25.0,P3,0.24972862572369792
3018,e58dc153e9c0e8e4,No AI,C,Total_Score,19.0,P3,-0.7520182562685731
3019,f719e16be770c0b8,GPT 01,A,Total_Score,27.0,P3,0.04250813877326487
3020,43f61b7cd08cc6c4,No AI,C,Total_Score,29.0,P3,1.1679714529832208
3021,078cae7e345937f3,GPT 01,A,Total_Score,26.0,P3,0.5432959983969081
3022,8a1109561512c218,No AI,C,Total_Score,22.0,P3,-0.4289694173609971
3023,f418aa093c4203e9,GPT 01,A,Total_Score,17.0,P3,-0.8517472971373605
3024,2657ee4bf9f4af9e,Vincent,B,Total_Score,28.0,P3,0.6519869298586811
3025,aa1baebc4a1d7593,No AI,C,Total_Score,27.0,P3,0.4384834590205234
3026,191cebe1180b87c5,Vincent,B,Total_Score,29.0,P3,-1.2525691266893324
3027,66f7ab8e6000f22a,GPT 01,A,Total_Score,31.0,P3,-0.6124533899492913
3028,61cf76867144f7f2,No AI,C,Total_Score,21.0,P3,0.22424834634579466
3029,8a8a16cd60695e63,No AI,C,Total_Score,27.0,P3,0.8703460241609466
3030,8917388e20196b3b,GPT 01,A,Total_Score,22.0,P3,1.0231104604066676
3031,8b9bdb0a143ba05b,No AI,C,Total_Score,11.0,P3,-1.3255734499284935
3032,97fba5cb44daf59a,GPT 01,A,Total_Score,29.0,P3,-0.38425950538497466
3033,8873cf8f31074e16,GPT 01,A,Total_Score,32.0,P3,-0.9837209209887687
3034,430c3b797887e240,GPT 01,A,Total_Score,22.0,P3,-2.8487053035426655
3035,33801e2d42ffddfc,GPT 01,A,Total_Score,27.0,P3,0.06348153638714865
3036,7dd7e803832f1b53,Vincent,B,Total_Score,26.0,P3,0.01801264525420855
3037,8e8ec402ff41e278,GPT 01,A,Total_Score,31.0,P3,0.3903489769316162
3038,29041031c3d5738c,No AI,C,Total_Score,22.0,P3,-1.045915938990173
3039,1f60b1ad89313d0d,Vincent,B,Total_Score,22.0,P3,1.5617083263503426
3040,421124a6a4ec2792,Vincent,B,Total_Score,31.0,P3,-1.5243664344746277
3041,26f3d54698dd2636,Vincent,B,Total_Score,26.0,P3,-0.7023915042822525
3042,f3e93859c85d9caf,GPT 01,A,Total_Score,22.0,P3,-0.8739473423848654
3043,7fb6a95e77f2886e,GPT 01,A,Total_Score,7.0,P3,-0.0339653719593811
3044,069503ef9c782673,Vincent,B,Total_Score,25.0,P3,0.8353794706610411
3045,4145e4dd01e45431,GPT 01,A,Total_Score,34.0,P3,0.23740195546632428
3046,a6a04fd22939f38a,Vincent,B,Total_Score,25.0,P3,-1.4313535627061498
3047,237698639e9c4d30,GPT 01,A,Total_Score,18.0,P3,0.5864694412582967
3048,2da3540d563c6034,GPT 01,A,Total_Score,32.0,P3,0.7825899055849773
3049,f9afd8e31ee8a875,GPT 01,A,Total_Score,26.0,P3,-0.44963299349386815
3050,e08dd06e4e008462,No AI,C,Total_Score,29.0,P3,-0.06592159027513134
3051,5e4dc1276a5cbfd1,No AI,C,Total_Score,31.0,P3,-0.07676942226744521
3052,de22252a67fcc399,No AI,C,Total_Score,34.0,P3,1.3567831555726477
3053,c93c749489f4cc74,GPT 01,A,Total_Score,30.0,P3,0.7061163948523312
3054,63f3737ed386432b,Vincent,B,Total_Score,24.0,P3,1.3776574848643337
3055,22357cb4b713c556,GPT 01,A,Total_Score,26.0,P3,-0.2535125291671876
3056,632e8584adc40b35,No AI,C,Total_Score,22.0,P3,0.18797710426817896
3057,b066caa360c869a0,GPT 01,A,Total_Score,27.0,P3,-0.3287593922662124
3058,eb817297c2e6d83a,No AI,C,Total_Score,31.0,P3,1.0337343166650717
3059,17a215d736ecc60d,Vincent,B,Total_Score,27.0,P3,1.0167971094124544
3060,69d5d27764fbbaac,Vincent,B,Total_Score,26.0,P3,0.8347211699773922
3061,3088c17c41bb79cf,GPT 01,A,Total_Score,29.0,P3,-1.0046943186026525
3062,8c09cd568a2f07d6,Vincent,B,Total_Score,27.0,P3,-1.164164359706397
3063,8944194b2121b319,Vincent,B,Total_Score,26.0,P3,-0.3487724363505114
3064,75bfae39ea7d8d5b,Vincent,B,Total_Score,26.0,P3,0.6533035312259791
3065,17ca821110ac1fa2,No AI,C,Total_Score,22.0,P3,0.24967175643109654
3066,422317341c3e815e,Vincent,B,Total_Score,27.0,P3,-0.5229487675817861
3067,e74d00befb08510a,Vincent,B,Total_Score,25.0,P3,-0.3428477301976709
3068,d64f01781e54567f,Vincent,B,Total_Score,30.0,P3,0.38216452412433277
3069,0fa325208d547822,Vincent,B,Total_Score,27.0,P3,0.6519869298586811
3070,d1082f98da60718d,Vincent,B,Total_Score,22.0,P3,-0.7056830077004972
3071,f91d96f422d5707e,GPT 01,A,Total_Score,22.0,P3,-0.35095943751371733
3072,05c223da1342eb22,Vincent,B,Total_Score,30.0,P3,0.3801896220733859
3073,15947270bb099c07,GPT 01,A,Total_Score,26.0,P3,0.7825899055849773
3074,eb0657499c70202f,GPT 01,A,Total_Score,27.0,P3,0.4988959079018984
3075,0534f6d47f4a21f6,No AI,C,Total_Score,25.0,P3,0.8811938561532605
3076,11d471df43205dfb,No AI,C,Total_Score,22.0,P3,-0.5523587216868323
3077,e0a9f0ffff131843,No AI,C,Total_Score,30.0,P3,1.1933948630685225
3078,b0eea11d8aa104e7,No AI,C,Total_Score,22.0,P3,-0.6140533738497499
3079,22eaed27a6a72a3c,No AI,C,Total_Score,26.0,P3,0.2787777991943025
3080,d8bb952342c588bb,Vincent,B,Total_Score,26.0,P3,-0.44988990807976836
3081,bf1a26353df9965e,Vincent,B,Total_Score,22.0,P3,-0.25378466253108667
3082,09c545b24ffb476e,GPT 01,A,Total_Score,26.0,P3,0.7505164853473411
3083,a40efe211e46e49a,GPT 01,A,Total_Score,22.0,P3,0.06348153638714865
3084,7384d11c263ac7d9,GPT 01,A,Total_Score,31.0,P3,0.25960200071382916
3085,9e2e00fa7c285ff5,No AI,C,Total_Score,16.0,P3,-0.8899831386873962
3086,eab55a7284651fe8,No AI,C,Total_Score,26.0,P3,0.5364493532610568
3087,fc7f934bbaf5bcc5,No AI,C,Total_Score,26.0,P3,-0.14219182053103688
3088,eb6be2f6ae0e29b1,No AI,C,Total_Score,29.0,P3,-0.12761624243804898
3089,98bd1346a5fce77b,Vincent,B,Total_Score,26.0,P3,0.6546201325932769
3090,c1f9916910cd4128,Vincent,C,Accuracy,5.0,P4,-0.13134398853872298
3091,7316aefcd59a0b74,No AI,A,Accuracy,5.0,P4,-0.6013533673255389
3092,1167a8417b14a001,No AI,A,Accuracy,5.0,P4,0.9133368818027643
3093,5eb1b92aee244e2a,No AI,A,Accuracy,7.0,P4,0.18435513761480438
3094,065a189f3e847a38,No AI,A,Accuracy,6.0,P4,0.3903489769316162
3095,865d47f31de717c9,Vincent,C,Accuracy,6.0,P4,-0.18591855481000075
3096,1777a66aff697497,Vincent,C,Accuracy,6.0,P4,-0.1821908087093267
3097,6ec4e59da50d8f3a,GPT 01,B,Accuracy,4.0,P4,-0.25312636184743775
3098,4fdc1cc6f372410e,No AI,A,Accuracy,4.0,P4,0.3570489090603589
3099,ddbc5bb6018f9e0f,Vincent,C,Accuracy,5.0,P4,-0.7374426781755852
3100,1bcba07e11b7af99,GPT 01,B,Accuracy,6.0,P4,0.6579116360115216
3101,4c56c0d8e61ed412,Vincent,C,Accuracy,5.0,P4,1.1571236209909068
3102,3d53c1b0295b9a26,No AI,A,Accuracy,6.0,P4,-0.06726543983063839
3103,544af5e3f23bd87a,GPT 01,B,Accuracy,6.0,P4,0.8347211699773922
3104,ad4e0a23d55a9bc2,Vincent,C,Accuracy,6.0,P4,-0.24015771477157025
3105,9109b13b11fd7782,No AI,A,Accuracy,6.0,P4,0.18312848998118322
3106,6a370e860ed24357,Vincent,C,Accuracy,6.0,P4,0.9611918325098401
3107,13b6a1020ad46272,GPT 01,B,Accuracy,5.0,P4,-1.9769230803276874
3108,7c4f2cdf9a7ba025,GPT 01,B,Accuracy,5.0,P4,-1.7038091711750942
3109,c55ed9175b0738c2,GPT 01,B,Accuracy,4.0,P4,1.538462810665638
3110,e0586dd6ba414274,No AI,A,Accuracy,6.0,P4,0.06348153638714865
3111,7e107a9c0ebdc482,Vincent,C,Accuracy,6.0,P4,1.6398330063019337
3112,2bfdab79d93e7bce,GPT 01,B,Accuracy,5.0,P4,-0.7960626767343792
3113,889b30f2a988ff0a,GPT 01,B,Accuracy,5.0,P4,0.02064584798880434
3114,efbfc0f029c0ac5f,Vincent,C,Accuracy,5.0,P4,-0.11304066434506099
3115,1532b47abfa256d4,GPT 01,B,Accuracy,6.0,P4,-0.7069996090677951
3116,824bb66524753233,Vincent,C,Accuracy,4.0,P4,-1.4198115980683528
3117,f89651d646f1ab95,No AI,A,Accuracy,6.0,P4,0.5210959531494033
3118,02a6298460b477ce,GPT 01,B,Accuracy,6.0,P4,0.47254419315821483
3119,3b79cd5d4dc9545c,Vincent,C,Accuracy,6.0,P4,-0.26558112485687213
3120,81703482b559611e,GPT 01,B,Accuracy,6.0,P4,0.017354344570559593
3121,8b3794f02b5e4db5,Vincent,C,Accuracy,5.0,P4,-0.3272757770197897
3122,79d436c6314eda33,No AI,A,Accuracy,6.0,P4,-0.35095943751371733
3123,9be12b158467797d,Vincent,C,Accuracy,6.0,P4,-0.16761523061633873
3124,820ef4cb24626154,GPT 01,B,Accuracy,7.0,P4,0.5635821628757459
3125,b342e13cf1dcabea,Vincent,C,Accuracy,4.0,P4,-0.4181215853686832
3126,bfd51df7115d0bee,GPT 01,B,Accuracy,6.0,P4,0.4758356965764596
3127,8fd8eb1d02d74b73,No AI,A,Accuracy,6.0,P4,0.16215509236729947
3128,60f4a10cf0e76952,No AI,A,Accuracy,6.0,P4,0.8923634841888806
3129,f7b9fdfc04c988ab,No AI,A,Accuracy,5.0,P4,-0.8529739447709817
3130,446f96dc3003002c,No AI,A,Accuracy,6.0,P4,0.8479633936938707
3131,d2aff30970fe0d4c,Vincent,C,Accuracy,6.0,P4,-0.38557808939174154
3132,7f1b0f735e644984,GPT 01,B,Accuracy,6.0,P4,1.0174554100961033
3133,742df284c8614f30,Vincent,C,Accuracy,5.0,P4,-1.1404894934397407
3134,9ee9f3b5b5934e01,GPT 01,B,Accuracy,5.0,P4,-1.2512525253220346
3135,af90ee0cf16ffd33,Vincent,C,Accuracy,5.0,P4,-0.3018523669344879
3136,ce5032424903d61d,GPT 01,B,Accuracy,6.0,P4,-0.43586060196614884
3137,1d27419a27bc132a,GPT 01,B,Accuracy,7.0,P4,-0.25180976048013987
3138,68c3cbbda9ab9909,GPT 01,B,Accuracy,5.0,P4,-0.250493159112842
3139,475d59d3b81d4bac,No AI,A,Accuracy,6.0,P4,-0.524879856592893
3140,dd5b4506ccb8edff,GPT 01,B,Accuracy,6.0,P4,0.29244315577409963
3141,2cd520fd07667404,GPT 01,B,Accuracy,4.0,P4,0.8334045686100943
3142,e5515ac0c0f126c6,No AI,A,Accuracy,6.0,P4,-0.2300858362860616
3143,7eb33ecb29043786,GPT 01,B,Accuracy,3.0,P4,0.7436832002598611
3144,7d228f6d656337bb,GPT 01,B,Accuracy,7.0,P4,0.3828228248079817
3145,cdb181d570ee13d8,No AI,A,Accuracy,7.0,P4,0.24972862572369792
3146,e58dc153e9c0e8e4,Vincent,C,Accuracy,6.0,P4,-0.7520182562685731
3147,f719e16be770c0b8,No AI,A,Accuracy,7.0,P4,0.04250813877326487
3148,43f61b7cd08cc6c4,Vincent,C,Accuracy,7.0,P4,1.1679714529832208
3149,078cae7e345937f3,No AI,A,Accuracy,7.0,P4,0.5432959983969081
3150,8a1109561512c218,Vincent,C,Accuracy,3.0,P4,-0.4289694173609971
3151,f418aa093c4203e9,No AI,A,Accuracy,6.0,P4,-0.8517472971373605
3152,2657ee4bf9f4af9e,GPT 01,B,Accuracy,3.0,P4,0.6519869298586811
3153,aa1baebc4a1d7593,Vincent,C,Accuracy,7.0,P4,0.4384834590205234
3154,191cebe1180b87c5,GPT 01,B,Accuracy,6.0,P4,-1.2525691266893324
3155,66f7ab8e6000f22a,No AI,A,Accuracy,5.0,P4,-0.6124533899492913
3156,61cf76867144f7f2,Vincent,C,Accuracy,6.0,P4,0.22424834634579466
3157,8a8a16cd60695e63,Vincent,C,Accuracy,6.0,P4,0.8703460241609466
3158,8917388e20196b3b,No AI,A,Accuracy,7.0,P4,1.0231104604066676
3159,8b9bdb0a143ba05b,Vincent,C,Accuracy,6.0,P4,-1.3255734499284935
3160,97fba5cb44daf59a,No AI,A,Accuracy,5.0,P4,-0.38425950538497466
3161,8873cf8f31074e16,No AI,A,Accuracy,5.0,P4,-0.9837209209887687
3162,430c3b797887e240,No AI,A,Accuracy,3.0,P4,-2.8487053035426655
3163,33801e2d42ffddfc,No AI,A,Accuracy,6.0,P4,0.06348153638714865
3164,7dd7e803832f1b53,GPT 01,B,Accuracy,6.0,P4,0.01801264525420855
3165,8e8ec402ff41e278,No AI,A,Accuracy,6.0,P4,0.3903489769316162
3166,29041031c3d5738c,Vincent,C,Accuracy,6.0,P4,-1.045915938990173
3167,1f60b1ad89313d0d,GPT 01,B,Accuracy,6.0,P4,1.5617083263503426
3168,421124a6a4ec2792,GPT 01,B,Accuracy,5.0,P4,-1.5243664344746277
3169,26f3d54698dd2636,GPT 01,B,Accuracy,6.0,P4,-0.7023915042822525
3170,f3e93859c85d9caf,No AI,A,Accuracy,5.0,P4,-0.8739473423848654
3171,7fb6a95e77f2886e,No AI,A,Accuracy,6.0,P4,-0.0339653719593811
3172,069503ef9c782673,GPT 01,B,Accuracy,5.0,P4,0.8353794706610411
3173,4145e4dd01e45431,No AI,A,Accuracy,5.0,P4,0.23740195546632428
3174,a6a04fd22939f38a,GPT 01,B,Accuracy,5.0,P4,-1.4313535627061498
3175,237698639e9c4d30,No AI,A,Accuracy,6.0,P4,0.5864694412582967
3176,2da3540d563c6034,No AI,A,Accuracy,6.0,P4,0.7825899055849773
3177,f9afd8e31ee8a875,No AI,A,Accuracy,5.0,P4,-0.44963299349386815
3178,e08dd06e4e008462,Vincent,C,Accuracy,6.0,P4,-0.06592159027513134
3179,5e4dc1276a5cbfd1,Vincent,C,Accuracy,6.0,P4,-0.07676942226744521
3180,de22252a67fcc399,Vincent,C,Accuracy,6.0,P4,1.3567831555726477
3181,c93c749489f4cc74,No AI,A,Accuracy,6.0,P4,0.7061163948523312
3182,63f3737ed386432b,GPT 01,B,Accuracy,6.0,P4,1.3776574848643337
3183,22357cb4b713c556,No AI,A,Accuracy,5.0,P4,-0.2535125291671876
3184,b066caa360c869a0,No AI,A,Accuracy,6.0,P4,-0.3287593922662124
3185,eb817297c2e6d83a,Vincent,C,Accuracy,7.0,P4,1.0337343166650717
3186,17a215d736ecc60d,GPT 01,B,Accuracy,6.0,P4,1.0167971094124544
3187,69d5d27764fbbaac,GPT 01,B,Accuracy,5.0,P4,0.8347211699773922
3188,3088c17c41bb79cf,No AI,A,Accuracy,6.0,P4,-1.0046943186026525
3189,8c09cd568a2f07d6,GPT 01,B,Accuracy,6.0,P4,-1.164164359706397
3190,8944194b2121b319,GPT 01,B,Accuracy,6.0,P4,-0.3487724363505114
3191,75bfae39ea7d8d5b,GPT 01,B,Accuracy,6.0,P4,0.6533035312259791
3192,17ca821110ac1fa2,Vincent,C,Accuracy,7.0,P4,0.24967175643109654
3193,422317341c3e815e,GPT 01,B,Accuracy,6.0,P4,-0.5229487675817861
3194,e74d00befb08510a,GPT 01,B,Accuracy,6.0,P4,-0.3428477301976709
3195,d64f01781e54567f,GPT 01,B,Accuracy,5.0,P4,0.38216452412433277
3196,0fa325208d547822,GPT 01,B,Accuracy,5.0,P4,0.6519869298586811
3197,d1082f98da60718d,GPT 01,B,Accuracy,5.0,P4,-0.7056830077004972
3198,f91d96f422d5707e,No AI,A,Accuracy,5.0,P4,-0.35095943751371733
3199,05c223da1342eb22,GPT 01,B,Accuracy,6.0,P4,0.3801896220733859
3200,15947270bb099c07,No AI,A,Accuracy,6.0,P4,0.7825899055849773
3201,eb0657499c70202f,No AI,A,Accuracy,5.0,P4,0.4988959079018984
3202,0534f6d47f4a21f6,Vincent,C,Accuracy,5.0,P4,0.8811938561532605
3203,11d471df43205dfb,Vincent,C,Accuracy,6.0,P4,-0.5523587216868323
3204,e0a9f0ffff131843,Vincent,C,Accuracy,6.0,P4,1.1933948630685225
3205,b0eea11d8aa104e7,Vincent,C,Accuracy,6.0,P4,-0.6140533738497499
3206,22eaed27a6a72a3c,Vincent,C,Accuracy,5.0,P4,0.2787777991943025
3207,d8bb952342c588bb,GPT 01,B,Accuracy,6.0,P4,-0.44988990807976836
3208,bf1a26353df9965e,GPT 01,B,Accuracy,6.0,P4,-0.25378466253108667
3209,09c545b24ffb476e,No AI,A,Accuracy,6.0,P4,0.7505164853473411
3210,a40efe211e46e49a,No AI,A,Accuracy,6.0,P4,0.06348153638714865
3211,7384d11c263ac7d9,No AI,A,Accuracy,5.0,P4,0.25960200071382916
3212,9e2e00fa7c285ff5,Vincent,C,Accuracy,5.0,P4,-0.8899831386873962
3213,eab55a7284651fe8,Vincent,C,Accuracy,5.0,P4,0.5364493532610568
3214,fc7f934bbaf5bcc5,Vincent,C,Accuracy,6.0,P4,-0.14219182053103688
3215,eb6be2f6ae0e29b1,Vincent,C,Accuracy,5.0,P4,-0.12761624243804898
3216,98bd1346a5fce77b,GPT 01,B,Accuracy,6.0,P4,0.6546201325932769
3217,c1f9916910cd4128,Vincent,C,Analysis,4.0,P4,-0.13134398853872298
3218,7316aefcd59a0b74,No AI,A,Analysis,4.0,P4,-0.6013533673255389
3219,1167a8417b14a001,No AI,A,Analysis,6.0,P4,0.9133368818027643
3220,5eb1b92aee244e2a,No AI,A,Analysis,7.0,P4,0.18435513761480438
3221,065a189f3e847a38,No AI,A,Analysis,5.0,P4,0.3903489769316162
3222,865d47f31de717c9,Vincent,C,Analysis,5.0,P4,-0.18591855481000075
3223,1777a66aff697497,Vincent,C,Analysis,5.0,P4,-0.1821908087093267
3224,6ec4e59da50d8f3a,GPT 01,B,Analysis,4.0,P4,-0.25312636184743775
3225,4fdc1cc6f372410e,No AI,A,Analysis,4.0,P4,0.3570489090603589
3226,ddbc5bb6018f9e0f,Vincent,C,Analysis,4.0,P4,-0.7374426781755852
3227,1bcba07e11b7af99,GPT 01,B,Analysis,5.0,P4,0.6579116360115216
3228,4c56c0d8e61ed412,Vincent,C,Analysis,4.0,P4,1.1571236209909068
3229,3d53c1b0295b9a26,No AI,A,Analysis,5.0,P4,-0.06726543983063839
3230,544af5e3f23bd87a,GPT 01,B,Analysis,5.0,P4,0.8347211699773922
3231,ad4e0a23d55a9bc2,Vincent,C,Analysis,5.0,P4,-0.24015771477157025
3232,9109b13b11fd7782,No AI,A,Analysis,5.0,P4,0.18312848998118322
3233,6a370e860ed24357,Vincent,C,Analysis,6.0,P4,0.9611918325098401
3234,13b6a1020ad46272,GPT 01,B,Analysis,6.0,P4,-1.9769230803276874
3235,7c4f2cdf9a7ba025,GPT 01,B,Analysis,4.0,P4,-1.7038091711750942
3236,c55ed9175b0738c2,GPT 01,B,Analysis,4.0,P4,1.538462810665638
3237,e0586dd6ba414274,No AI,A,Analysis,5.0,P4,0.06348153638714865
3238,7e107a9c0ebdc482,Vincent,C,Analysis,5.0,P4,1.6398330063019337
3239,2bfdab79d93e7bce,GPT 01,B,Analysis,4.0,P4,-0.7960626767343792
3240,889b30f2a988ff0a,GPT 01,B,Analysis,5.0,P4,0.02064584798880434
3241,efbfc0f029c0ac5f,Vincent,C,Analysis,4.0,P4,-0.11304066434506099
3242,1532b47abfa256d4,GPT 01,B,Analysis,6.0,P4,-0.7069996090677951
3243,824bb66524753233,Vincent,C,Analysis,4.0,P4,-1.4198115980683528
3244,f89651d646f1ab95,No AI,A,Analysis,5.0,P4,0.5210959531494033
3245,02a6298460b477ce,GPT 01,B,Analysis,6.0,P4,0.47254419315821483
