,Student_Number,AI_Condition,Group,Outcome,Score,Task,avg_z
1991,7f1b0f735e644984,No AI,B,Total_Score,24.0,P2,1.0174554100961033
1992,742df284c8614f30,GPT 01,C,Total_Score,24.0,P2,-1.1404894934397407
1993,9ee9f3b5b5934e01,No AI,B,Total_Score,10.0,P2,-1.2512525253220346
1994,af90ee0cf16ffd33,GPT 01,C,Total_Score,23.0,P2,-0.3018523669344879
1995,ce5032424903d61d,No AI,B,Total_Score,13.0,P2,-0.43586060196614884
1996,1d27419a27bc132a,No AI,B,Total_Score,18.0,P2,-0.25180976048013987
1997,68c3cbbda9ab9909,No AI,B,Total_Score,20.0,P2,-0.250493159112842
1998,475d59d3b81d4bac,Vincent,A,Total_Score,19.0,P2,-0.524879856592893
1999,dd5b4506ccb8edff,No AI,B,Total_Score,21.0,P2,0.29244315577409963
2000,2cd520fd07667404,No AI,B,Total_Score,19.0,P2,0.8334045686100943
2001,e5515ac0c0f126c6,Vincent,A,Total_Score,16.0,P2,-0.2300858362860616
2002,7eb33ecb29043786,No AI,B,Total_Score,20.0,P2,0.7436832002598611
2003,7d228f6d656337bb,No AI,B,Total_Score,21.0,P2,0.3828228248079817
2004,cdb181d570ee13d8,Vincent,A,Total_Score,24.0,P2,0.24972862572369792
2005,e58dc153e9c0e8e4,GPT 01,C,Total_Score,27.0,P2,-0.7520182562685731
2006,f719e16be770c0b8,Vincent,A,Total_Score,11.0,P2,0.04250813877326487
2007,43f61b7cd08cc6c4,GPT 01,C,Total_Score,27.0,P2,1.1679714529832208
2008,078cae7e345937f3,Vincent,A,Total_Score,13.0,P2,0.5432959983969081
2009,8a1109561512c218,GPT 01,C,Total_Score,14.0,P2,-0.4289694173609971
2010,f418aa093c4203e9,Vincent,A,Total_Score,11.0,P2,-0.8517472971373605
2011,2657ee4bf9f4af9e,No AI,B,Total_Score,18.0,P2,0.6519869298586811
2012,aa1baebc4a1d7593,GPT 01,C,Total_Score,28.0,P2,0.4384834590205234
2013,191cebe1180b87c5,No AI,B,Total_Score,8.0,P2,-1.2525691266893324
2014,66f7ab8e6000f22a,Vincent,A,Total_Score,24.0,P2,-0.6124533899492913
2015,61cf76867144f7f2,GPT 01,C,Total_Score,23.0,P2,0.22424834634579466
2016,8a8a16cd60695e63,GPT 01,C,Total_Score,19.0,P2,0.8703460241609466
2017,8917388e20196b3b,Vincent,A,Total_Score,23.0,P2,1.0231104604066676
2018,8b9bdb0a143ba05b,GPT 01,C,Total_Score,16.0,P2,-1.3255734499284935
2019,97fba5cb44daf59a,Vincent,A,Total_Score,20.0,P2,-0.38425950538497466
2020,8873cf8f31074e16,Vincent,A,Total_Score,21.0,P2,-0.9837209209887687
2021,430c3b797887e240,Vincent,A,Total_Score,20.0,P2,-2.8487053035426655
2022,33801e2d42ffddfc,Vincent,A,Total_Score,23.0,P2,0.06348153638714865
2023,7dd7e803832f1b53,No AI,B,Total_Score,16.0,P2,0.01801264525420855
2024,8e8ec402ff41e278,Vincent,A,Total_Score,29.0,P2,0.3903489769316162
2025,29041031c3d5738c,GPT 01,C,Total_Score,21.0,P2,-1.045915938990173
2026,1f60b1ad89313d0d,No AI,B,Total_Score,27.0,P2,1.5617083263503426
2027,421124a6a4ec2792,No AI,B,Total_Score,7.0,P2,-1.5243664344746277
2028,26f3d54698dd2636,No AI,B,Total_Score,20.0,P2,-0.7023915042822525
2029,f3e93859c85d9caf,Vincent,A,Total_Score,14.0,P2,-0.8739473423848654
2030,7fb6a95e77f2886e,Vincent,A,Total_Score,18.0,P2,-0.0339653719593811
2031,069503ef9c782673,No AI,B,Total_Score,22.0,P2,0.8353794706610411
2032,4145e4dd01e45431,Vincent,A,Total_Score,26.0,P2,0.23740195546632428
2033,a6a04fd22939f38a,No AI,B,Total_Score,11.0,P2,-1.4313535627061498
2034,237698639e9c4d30,Vincent,A,Total_Score,11.0,P2,0.5864694412582967
2035,2da3540d563c6034,Vincent,A,Total_Score,19.0,P2,0.7825899055849773
2036,f9afd8e31ee8a875,Vincent,A,Total_Score,23.0,P2,-0.44963299349386815
2037,e08dd06e4e008462,GPT 01,C,Total_Score,19.0,P2,-0.06592159027513134
2038,5e4dc1276a5cbfd1,GPT 01,C,Total_Score,21.0,P2,-0.07676942226744521
2039,de22252a67fcc399,GPT 01,C,Total_Score,19.0,P2,1.3567831555726477
2040,c93c749489f4cc74,Vincent,A,Total_Score,30.0,P2,0.7061163948523312
2041,63f3737ed386432b,No AI,B,Total_Score,22.0,P2,1.3776574848643337
2042,22357cb4b713c556,Vincent,A,Total_Score,19.0,P2,-0.2535125291671876
2043,632e8584adc40b35,GPT 01,C,Total_Score,18.0,P2,0.18797710426817896
2044,b066caa360c869a0,Vincent,A,Total_Score,17.0,P2,-0.3287593922662124
2045,eb817297c2e6d83a,GPT 01,C,Total_Score,21.0,P2,1.0337343166650717
2046,17a215d736ecc60d,No AI,B,Total_Score,23.0,P2,1.0167971094124544
2047,69d5d27764fbbaac,No AI,B,Total_Score,21.0,P2,0.8347211699773922
2048,3088c17c41bb79cf,Vincent,A,Total_Score,22.0,P2,-1.0046943186026525
2049,8c09cd568a2f07d6,No AI,B,Total_Score,5.0,P2,-1.164164359706397
2050,8944194b2121b319,No AI,B,Total_Score,8.0,P2,-0.3487724363505114
2051,75bfae39ea7d8d5b,No AI,B,Total_Score,20.0,P2,0.6533035312259791
2052,17ca821110ac1fa2,GPT 01,C,Total_Score,24.0,P2,0.24967175643109654
2053,422317341c3e815e,No AI,B,Total_Score,18.0,P2,-0.5229487675817861
2054,e74d00befb08510a,No AI,B,Total_Score,17.0,P2,-0.3428477301976709
2055,d64f01781e54567f,No AI,B,Total_Score,20.0,P2,0.38216452412433277
2056,0fa325208d547822,No AI,B,Total_Score,18.0,P2,0.6519869298586811
2057,d1082f98da60718d,No AI,B,Total_Score,15.0,P2,-0.7056830077004972
2058,f91d96f422d5707e,Vincent,A,Total_Score,18.0,P2,-0.35095943751371733
2059,05c223da1342eb22,No AI,B,Total_Score,17.0,P2,0.3801896220733859
2060,15947270bb099c07,Vincent,A,Total_Score,19.0,P2,0.7825899055849773
2061,eb0657499c70202f,Vincent,A,Total_Score,24.0,P2,0.4988959079018984
2062,0534f6d47f4a21f6,GPT 01,C,Total_Score,22.0,P2,0.8811938561532605
2063,11d471df43205dfb,GPT 01,C,Total_Score,18.0,P2,-0.5523587216868323
2064,e0a9f0ffff131843,GPT 01,C,Total_Score,27.0,P2,1.1933948630685225
2065,b0eea11d8aa104e7,GPT 01,C,Total_Score,12.0,P2,-0.6140533738497499
2066,22eaed27a6a72a3c,GPT 01,C,Total_Score,12.0,P2,0.2787777991943025
2067,bf1a26353df9965e,No AI,B,Total_Score,15.0,P2,-0.25378466253108667
2068,09c545b24ffb476e,Vincent,A,Total_Score,16.0,P2,0.7505164853473411
2069,a40efe211e46e49a,Vincent,A,Total_Score,15.0,P2,0.06348153638714865
2070,7384d11c263ac7d9,Vincent,A,Total_Score,19.0,P2,0.25960200071382916
2071,9e2e00fa7c285ff5,GPT 01,C,Total_Score,12.0,P2,-0.8899831386873962
2072,eab55a7284651fe8,GPT 01,C,Total_Score,17.0,P2,0.5364493532610568
2073,fc7f934bbaf5bcc5,GPT 01,C,Total_Score,22.0,P2,-0.14219182053103688
2074,eb6be2f6ae0e29b1,GPT 01,C,Total_Score,17.0,P2,-0.12761624243804898
2075,98bd1346a5fce77b,No AI,B,Total_Score,22.0,P2,0.6546201325932769
2076,c1f9916910cd4128,No AI,C,Accuracy,4.0,P3,-0.13134398853872298
2077,7316aefcd59a0b74,GPT 01,A,Accuracy,7.0,P3,-0.6013533673255389
2078,1167a8417b14a001,GPT 01,A,Accuracy,6.0,P3,0.9133368818027643
2079,5eb1b92aee244e2a,GPT 01,A,Accuracy,7.0,P3,0.18435513761480438
2080,065a189f3e847a38,GPT 01,A,Accuracy,7.0,P3,0.3903489769316162
2081,865d47f31de717c9,No AI,C,Accuracy,3.0,P3,-0.18591855481000075
2082,1777a66aff697497,No AI,C,Accuracy,5.0,P3,-0.1821908087093267
2083,6ec4e59da50d8f3a,Vincent,B,Accuracy,6.0,P3,-0.25312636184743775
2084,4fdc1cc6f372410e,GPT 01,A,Accuracy,5.0,P3,0.3570489090603589
2085,ddbc5bb6018f9e0f,No AI,C,Accuracy,5.0,P3,-0.7374426781755852
2086,1bcba07e11b7af99,Vincent,B,Accuracy,7.0,P3,0.6579116360115216
2087,4c56c0d8e61ed412,No AI,C,Accuracy,6.0,P3,1.1571236209909068
2088,3d53c1b0295b9a26,GPT 01,A,Accuracy,7.0,P3,-0.06726543983063839
2089,544af5e3f23bd87a,Vincent,B,Accuracy,5.0,P3,0.8347211699773922
2090,ad4e0a23d55a9bc2,No AI,C,Accuracy,6.0,P3,-0.24015771477157025
2091,9109b13b11fd7782,GPT 01,A,Accuracy,5.0,P3,0.18312848998118322
2092,6a370e860ed24357,No AI,C,Accuracy,7.0,P3,0.9611918325098401
2093,13b6a1020ad46272,Vincent,B,Accuracy,5.0,P3,-1.9769230803276874
2094,7c4f2cdf9a7ba025,Vincent,B,Accuracy,6.0,P3,-1.7038091711750942
2095,e0586dd6ba414274,GPT 01,A,Accuracy,6.0,P3,0.06348153638714865
2096,7e107a9c0ebdc482,No AI,C,Accuracy,7.0,P3,1.6398330063019337
2097,2bfdab79d93e7bce,Vincent,B,Accuracy,7.0,P3,-0.7960626767343792
2098,889b30f2a988ff0a,Vincent,B,Accuracy,5.0,P3,0.02064584798880434
2099,efbfc0f029c0ac5f,No AI,C,Accuracy,7.0,P3,-0.11304066434506099
2100,1532b47abfa256d4,Vincent,B,Accuracy,5.0,P3,-0.7069996090677951
2101,824bb66524753233,No AI,C,Accuracy,5.0,P3,-1.4198115980683528
2102,f89651d646f1ab95,GPT 01,A,Accuracy,7.0,P3,0.5210959531494033
2103,02a6298460b477ce,Vincent,B,Accuracy,6.0,P3,0.47254419315821483
2104,3b79cd5d4dc9545c,No AI,C,Accuracy,6.0,P3,-0.26558112485687213
2105,81703482b559611e,Vincent,B,Accuracy,5.0,P3,0.017354344570559593
2106,8b3794f02b5e4db5,No AI,C,Accuracy,5.0,P3,-0.3272757770197897
2107,79d436c6314eda33,GPT 01,A,Accuracy,4.0,P3,-0.35095943751371733
2108,9be12b158467797d,No AI,C,Accuracy,5.0,P3,-0.16761523061633873
2109,820ef4cb24626154,Vincent,B,Accuracy,4.0,P3,0.5635821628757459
2110,b342e13cf1dcabea,No AI,C,Accuracy,5.0,P3,-0.4181215853686832
2111,bfd51df7115d0bee,Vincent,B,Accuracy,5.0,P3,0.4758356965764596
2112,8fd8eb1d02d74b73,GPT 01,A,Accuracy,7.0,P3,0.16215509236729947
2113,60f4a10cf0e76952,GPT 01,A,Accuracy,5.0,P3,0.8923634841888806
2114,f7b9fdfc04c988ab,GPT 01,A,Accuracy,6.0,P3,-0.8529739447709817
2115,446f96dc3003002c,GPT 01,A,Accuracy,6.0,P3,0.8479633936938707
2116,d2aff30970fe0d4c,No AI,C,Accuracy,3.0,P3,-0.38557808939174154
2117,7f1b0f735e644984,Vincent,B,Accuracy,4.0,P3,1.0174554100961033
2118,742df284c8614f30,No AI,C,Accuracy,3.0,P3,-1.1404894934397407
2119,9ee9f3b5b5934e01,Vincent,B,Accuracy,2.0,P3,-1.2512525253220346
2120,af90ee0cf16ffd33,No AI,C,Accuracy,6.0,P3,-0.3018523669344879
2121,ce5032424903d61d,Vincent,B,Accuracy,6.0,P3,-0.43586060196614884
2122,1d27419a27bc132a,Vincent,B,Accuracy,6.0,P3,-0.25180976048013987
2123,68c3cbbda9ab9909,Vincent,B,Accuracy,7.0,P3,-0.250493159112842
2124,475d59d3b81d4bac,GPT 01,A,Accuracy,5.0,P3,-0.524879856592893
2125,dd5b4506ccb8edff,Vincent,B,Accuracy,4.0,P3,0.29244315577409963
2126,2cd520fd07667404,Vincent,B,Accuracy,5.0,P3,0.8334045686100943
2127,e5515ac0c0f126c6,GPT 01,A,Accuracy,5.0,P3,-0.2300858362860616
2128,7eb33ecb29043786,Vincent,B,Accuracy,5.0,P3,0.7436832002598611
2129,7d228f6d656337bb,Vincent,B,Accuracy,7.0,P3,0.3828228248079817
2130,cdb181d570ee13d8,GPT 01,A,Accuracy,4.0,P3,0.24972862572369792
2131,e58dc153e9c0e8e4,No AI,C,Accuracy,5.0,P3,-0.7520182562685731
2132,f719e16be770c0b8,GPT 01,A,Accuracy,6.0,P3,0.04250813877326487
2133,43f61b7cd08cc6c4,No AI,C,Accuracy,6.0,P3,1.1679714529832208
2134,078cae7e345937f3,GPT 01,A,Accuracy,4.0,P3,0.5432959983969081
2135,8a1109561512c218,No AI,C,Accuracy,4.0,P3,-0.4289694173609971
2136,f418aa093c4203e9,GPT 01,A,Accuracy,4.0,P3,-0.8517472971373605
2137,2657ee4bf9f4af9e,Vincent,B,Accuracy,6.0,P3,0.6519869298586811
2138,aa1baebc4a1d7593,No AI,C,Accuracy,5.0,P3,0.4384834590205234
2139,191cebe1180b87c5,Vincent,B,Accuracy,6.0,P3,-1.2525691266893324
2140,66f7ab8e6000f22a,GPT 01,A,Accuracy,6.0,P3,-0.6124533899492913
2141,61cf76867144f7f2,No AI,C,Accuracy,4.0,P3,0.22424834634579466
2142,8a8a16cd60695e63,No AI,C,Accuracy,5.0,P3,0.8703460241609466
2143,8917388e20196b3b,GPT 01,A,Accuracy,4.0,P3,1.0231104604066676
2144,8b9bdb0a143ba05b,No AI,C,Accuracy,2.0,P3,-1.3255734499284935
2145,97fba5cb44daf59a,GPT 01,A,Accuracy,7.0,P3,-0.38425950538497466
2146,8873cf8f31074e16,GPT 01,A,Accuracy,7.0,P3,-0.9837209209887687
2147,430c3b797887e240,GPT 01,A,Accuracy,5.0,P3,-2.8487053035426655
2148,33801e2d42ffddfc,GPT 01,A,Accuracy,6.0,P3,0.06348153638714865
2149,7dd7e803832f1b53,Vincent,B,Accuracy,6.0,P3,0.01801264525420855
2150,8e8ec402ff41e278,GPT 01,A,Accuracy,6.0,P3,0.3903489769316162
2151,29041031c3d5738c,No AI,C,Accuracy,5.0,P3,-1.045915938990173
2152,1f60b1ad89313d0d,Vincent,B,Accuracy,5.0,P3,1.5617083263503426
2153,421124a6a4ec2792,Vincent,B,Accuracy,6.0,P3,-1.5243664344746277
2154,26f3d54698dd2636,Vincent,B,Accuracy,5.0,P3,-0.7023915042822525
2155,f3e93859c85d9caf,GPT 01,A,Accuracy,5.0,P3,-0.8739473423848654
2156,7fb6a95e77f2886e,GPT 01,A,Accuracy,2.0,P3,-0.0339653719593811
2157,069503ef9c782673,Vincent,B,Accuracy,5.0,P3,0.8353794706610411
2158,4145e4dd01e45431,GPT 01,A,Accuracy,7.0,P3,0.23740195546632428
2159,a6a04fd22939f38a,Vincent,B,Accuracy,5.0,P3,-1.4313535627061498
2160,237698639e9c4d30,GPT 01,A,Accuracy,4.0,P3,0.5864694412582967
2161,2da3540d563c6034,GPT 01,A,Accuracy,7.0,P3,0.7825899055849773
2162,f9afd8e31ee8a875,GPT 01,A,Accuracy,5.0,P3,-0.44963299349386815
2163,e08dd06e4e008462,No AI,C,Accuracy,7.0,P3,-0.06592159027513134
2164,5e4dc1276a5cbfd1,No AI,C,Accuracy,7.0,P3,-0.07676942226744521
2165,de22252a67fcc399,No AI,C,Accuracy,7.0,P3,1.3567831555726477
2166,c93c749489f4cc74,GPT 01,A,Accuracy,6.0,P3,0.7061163948523312
2167,63f3737ed386432b,Vincent,B,Accuracy,5.0,P3,1.3776574848643337
2168,22357cb4b713c556,GPT 01,A,Accuracy,5.0,P3,-0.2535125291671876
2169,632e8584adc40b35,No AI,C,Accuracy,4.0,P3,0.18797710426817896
2170,b066caa360c869a0,GPT 01,A,Accuracy,6.0,P3,-0.3287593922662124
2171,eb817297c2e6d83a,No AI,C,Accuracy,6.0,P3,1.0337343166650717
2172,17a215d736ecc60d,Vincent,B,Accuracy,6.0,P3,1.0167971094124544
2173,69d5d27764fbbaac,Vincent,B,Accuracy,6.0,P3,0.8347211699773922
2174,3088c17c41bb79cf,GPT 01,A,Accuracy,6.0,P3,-1.0046943186026525
2175,8c09cd568a2f07d6,Vincent,B,Accuracy,6.0,P3,-1.164164359706397
2176,8944194b2121b319,Vincent,B,Accuracy,5.0,P3,-0.3487724363505114
2177,75bfae39ea7d8d5b,Vincent,B,Accuracy,5.0,P3,0.6533035312259791
2178,17ca821110ac1fa2,No AI,C,Accuracy,4.0,P3,0.24967175643109654
2179,422317341c3e815e,Vincent,B,Accuracy,6.0,P3,-0.5229487675817861
2180,e74d00befb08510a,Vincent,B,Accuracy,5.0,P3,-0.3428477301976709
2181,d64f01781e54567f,Vincent,B,Accuracy,6.0,P3,0.38216452412433277
2182,0fa325208d547822,Vincent,B,Accuracy,6.0,P3,0.6519869298586811
2183,d1082f98da60718d,Vincent,B,Accuracy,4.0,P3,-0.7056830077004972
2184,f91d96f422d5707e,GPT 01,A,Accuracy,5.0,P3,-0.35095943751371733
2185,05c223da1342eb22,Vincent,B,Accuracy,6.0,P3,0.3801896220733859
2186,15947270bb099c07,GPT 01,A,Accuracy,5.0,P3,0.7825899055849773
2187,eb0657499c70202f,GPT 01,A,Accuracy,6.0,P3,0.4988959079018984
2188,0534f6d47f4a21f6,No AI,C,Accuracy,4.0,P3,0.8811938561532605
2189,11d471df43205dfb,No AI,C,Accuracy,4.0,P3,-0.5523587216868323
2190,e0a9f0ffff131843,No AI,C,Accuracy,6.0,P3,1.1933948630685225
2191,b0eea11d8aa104e7,No AI,C,Accuracy,6.0,P3,-0.6140533738497499
2192,22eaed27a6a72a3c,No AI,C,Accuracy,5.0,P3,0.2787777991943025
2193,d8bb952342c588bb,Vincent,B,Accuracy,5.0,P3,-0.44988990807976836
2194,bf1a26353df9965e,Vincent,B,Accuracy,5.0,P3,-0.25378466253108667
2195,09c545b24ffb476e,GPT 01,A,Accuracy,5.0,P3,0.7505164853473411
2196,a40efe211e46e49a,GPT 01,A,Accuracy,5.0,P3,0.06348153638714865
2197,7384d11c263ac7d9,GPT 01,A,Accuracy,6.0,P3,0.25960200071382916
2198,9e2e00fa7c285ff5,No AI,C,Accuracy,4.0,P3,-0.8899831386873962
2199,eab55a7284651fe8,No AI,C,Accuracy,5.0,P3,0.5364493532610568
2200,fc7f934bbaf5bcc5,No AI,C,Accuracy,5.0,P3,-0.14219182053103688
2201,eb6be2f6ae0e29b1,No AI,C,Accuracy,6.0,P3,-0.12761624243804898
2202,98bd1346a5fce77b,Vincent,B,Accuracy,4.0,P3,0.6546201325932769
2203,c1f9916910cd4128,No AI,C,Analysis,6.0,P3,-0.13134398853872298
2204,7316aefcd59a0b74,GPT 01,A,Analysis,6.0,P3,-0.6013533673255389
2205,1167a8417b14a001,GPT 01,A,Analysis,5.0,P3,0.9133368818027643
2206,5eb1b92aee244e2a,GPT 01,A,Analysis,7.0,P3,0.18435513761480438
2207,065a189f3e847a38,GPT 01,A,Analysis,6.0,P3,0.3903489769316162
2208,865d47f31de717c9,No AI,C,Analysis,4.0,P3,-0.18591855481000075
2209,1777a66aff697497,No AI,C,Analysis,4.0,P3,-0.1821908087093267
2210,6ec4e59da50d8f3a,Vincent,B,Analysis,5.0,P3,-0.25312636184743775
2211,4fdc1cc6f372410e,GPT 01,A,Analysis,6.0,P3,0.3570489090603589
2212,ddbc5bb6018f9e0f,No AI,C,Analysis,5.0,P3,-0.7374426781755852
2213,1bcba07e11b7af99,Vincent,B,Analysis,7.0,P3,0.6579116360115216
2214,4c56c0d8e61ed412,No AI,C,Analysis,7.0,P3,1.1571236209909068
2215,3d53c1b0295b9a26,GPT 01,A,Analysis,6.0,P3,-0.06726543983063839
2216,544af5e3f23bd87a,Vincent,B,Analysis,5.0,P3,0.8347211699773922
2217,ad4e0a23d55a9bc2,No AI,C,Analysis,5.0,P3,-0.24015771477157025
2218,9109b13b11fd7782,GPT 01,A,Analysis,5.0,P3,0.18312848998118322
2219,6a370e860ed24357,No AI,C,Analysis,7.0,P3,0.9611918325098401
2220,13b6a1020ad46272,Vincent,B,Analysis,7.0,P3,-1.9769230803276874
2221,7c4f2cdf9a7ba025,Vincent,B,Analysis,5.0,P3,-1.7038091711750942
2222,e0586dd6ba414274,GPT 01,A,Analysis,6.0,P3,0.06348153638714865
2223,7e107a9c0ebdc482,No AI,C,Analysis,7.0,P3,1.6398330063019337
2224,2bfdab79d93e7bce,Vincent,B,Analysis,6.0,P3,-0.7960626767343792
2225,889b30f2a988ff0a,Vincent,B,Analysis,5.0,P3,0.02064584798880434
2226,efbfc0f029c0ac5f,No AI,C,Analysis,7.0,P3,-0.11304066434506099
2227,1532b47abfa256d4,Vincent,B,Analysis,5.0,P3,-0.7069996090677951
2228,824bb66524753233,No AI,C,Analysis,4.0,P3,-1.4198115980683528
2229,f89651d646f1ab95,GPT 01,A,Analysis,6.0,P3,0.5210959531494033
2230,02a6298460b477ce,Vincent,B,Analysis,5.0,P3,0.47254419315821483
2231,3b79cd5d4dc9545c,No AI,C,Analysis,5.0,P3,-0.26558112485687213
2232,81703482b559611e,Vincent,B,Analysis,4.0,P3,0.017354344570559593
2233,8b3794f02b5e4db5,No AI,C,Analysis,5.0,P3,-0.3272757770197897
2234,79d436c6314eda33,GPT 01,A,Analysis,5.0,P3,-0.35095943751371733
2235,9be12b158467797d,No AI,C,Analysis,5.0,P3,-0.16761523061633873
2236,820ef4cb24626154,Vincent,B,Analysis,4.0,P3,0.5635821628757459
2237,b342e13cf1dcabea,No AI,C,Analysis,5.0,P3,-0.4181215853686832
2238,bfd51df7115d0bee,Vincent,B,Analysis,5.0,P3,0.4758356965764596
2239,8fd8eb1d02d74b73,GPT 01,A,Analysis,6.0,P3,0.16215509236729947
2240,60f4a10cf0e76952,GPT 01,A,Analysis,6.0,P3,0.8923634841888806
2241,f7b9fdfc04c988ab,GPT 01,A,Analysis,5.0,P3,-0.8529739447709817
2242,446f96dc3003002c,GPT 01,A,Analysis,6.0,P3,0.8479633936938707
2243,d2aff30970fe0d4c,No AI,C,Analysis,2.0,P3,-0.38557808939174154
2244,7f1b0f735e644984,Vincent,B,Analysis,4.0,P3,1.0174554100961033
2245,742df284c8614f30,No AI,C,Analysis,2.0,P3,-1.1404894934397407
2246,9ee9f3b5b5934e01,Vincent,B,Analysis,2.0,P3,-1.2512525253220346
2247,af90ee0cf16ffd33,No AI,C,Analysis,5.0,P3,-0.3018523669344879
2248,ce5032424903d61d,Vincent,B,Analysis,4.0,P3,-0.43586060196614884
2249,1d27419a27bc132a,Vincent,B,Analysis,4.0,P3,-0.25180976048013987
2250,68c3cbbda9ab9909,Vincent,B,Analysis,6.0,P3,-0.250493159112842
2251,475d59d3b81d4bac,GPT 01,A,Analysis,5.0,P3,-0.524879856592893
2252,dd5b4506ccb8edff,Vincent,B,Analysis,5.0,P3,0.29244315577409963
2253,2cd520fd07667404,Vincent,B,Analysis,7.0,P3,0.8334045686100943
2254,e5515ac0c0f126c6,GPT 01,A,Analysis,5.0,P3,-0.2300858362860616
2255,7eb33ecb29043786,Vincent,B,Analysis,5.0,P3,0.7436832002598611
2256,7d228f6d656337bb,Vincent,B,Analysis,6.0,P3,0.3828228248079817
2257,cdb181d570ee13d8,GPT 01,A,Analysis,5.0,P3,0.24972862572369792
2258,e58dc153e9c0e8e4,No AI,C,Analysis,3.0,P3,-0.7520182562685731
2259,f719e16be770c0b8,GPT 01,A,Analysis,4.0,P3,0.04250813877326487
2260,43f61b7cd08cc6c4,No AI,C,Analysis,5.0,P3,1.1679714529832208
2261,078cae7e345937f3,GPT 01,A,Analysis,4.0,P3,0.5432959983969081
2262,8a1109561512c218,No AI,C,Analysis,3.0,P3,-0.4289694173609971
2263,f418aa093c4203e9,GPT 01,A,Analysis,2.0,P3,-0.8517472971373605
2264,2657ee4bf9f4af9e,Vincent,B,Analysis,5.0,P3,0.6519869298586811
2265,aa1baebc4a1d7593,No AI,C,Analysis,4.0,P3,0.4384834590205234
2266,191cebe1180b87c5,Vincent,B,Analysis,5.0,P3,-1.2525691266893324
2267,66f7ab8e6000f22a,GPT 01,A,Analysis,6.0,P3,-0.6124533899492913
2268,61cf76867144f7f2,No AI,C,Analysis,4.0,P3,0.22424834634579466
2269,8a8a16cd60695e63,No AI,C,Analysis,4.0,P3,0.8703460241609466
2270,8917388e20196b3b,GPT 01,A,Analysis,4.0,P3,1.0231104604066676
2271,8b9bdb0a143ba05b,No AI,C,Analysis,2.0,P3,-1.3255734499284935
2272,97fba5cb44daf59a,GPT 01,A,Analysis,5.0,P3,-0.38425950538497466
2273,8873cf8f31074e16,GPT 01,A,Analysis,7.0,P3,-0.9837209209887687
2274,430c3b797887e240,GPT 01,A,Analysis,4.0,P3,-2.8487053035426655
2275,33801e2d42ffddfc,GPT 01,A,Analysis,5.0,P3,0.06348153638714865
2276,7dd7e803832f1b53,Vincent,B,Analysis,5.0,P3,0.01801264525420855
2277,8e8ec402ff41e278,GPT 01,A,Analysis,6.0,P3,0.3903489769316162
2278,29041031c3d5738c,No AI,C,Analysis,4.0,P3,-1.045915938990173
2279,1f60b1ad89313d0d,Vincent,B,Analysis,4.0,P3,1.5617083263503426
2280,421124a6a4ec2792,Vincent,B,Analysis,6.0,P3,-1.5243664344746277
2281,26f3d54698dd2636,Vincent,B,Analysis,5.0,P3,-0.7023915042822525
2282,f3e93859c85d9caf,GPT 01,A,Analysis,4.0,P3,-0.8739473423848654
2283,7fb6a95e77f2886e,GPT 01,A,Analysis,0.0,P3,-0.0339653719593811
2284,069503ef9c782673,Vincent,B,Analysis,5.0,P3,0.8353794706610411
2285,4145e4dd01e45431,GPT 01,A,Analysis,6.0,P3,0.23740195546632428
2286,a6a04fd22939f38a,Vincent,B,Analysis,5.0,P3,-1.4313535627061498
2287,237698639e9c4d30,GPT 01,A,Analysis,3.0,P3,0.5864694412582967
2288,2da3540d563c6034,GPT 01,A,Analysis,7.0,P3,0.7825899055849773
2289,f9afd8e31ee8a875,GPT 01,A,Analysis,5.0,P3,-0.44963299349386815
2290,e08dd06e4e008462,No AI,C,Analysis,5.0,P3,-0.06592159027513134
2291,5e4dc1276a5cbfd1,No AI,C,Analysis,6.0,P3,-0.07676942226744521
2292,de22252a67fcc399,No AI,C,Analysis,7.0,P3,1.3567831555726477
2293,c93c749489f4cc74,GPT 01,A,Analysis,6.0,P3,0.7061163948523312
2294,63f3737ed386432b,Vincent,B,Analysis,3.0,P3,1.3776574848643337
2295,22357cb4b713c556,GPT 01,A,Analysis,5.0,P3,-0.2535125291671876
2296,632e8584adc40b35,No AI,C,Analysis,5.0,P3,0.18797710426817896
2297,b066caa360c869a0,GPT 01,A,Analysis,5.0,P3,-0.3287593922662124
2298,eb817297c2e6d83a,No AI,C,Analysis,6.0,P3,1.0337343166650717
2299,17a215d736ecc60d,Vincent,B,Analysis,5.0,P3,1.0167971094124544
2300,69d5d27764fbbaac,Vincent,B,Analysis,5.0,P3,0.8347211699773922
2301,3088c17c41bb79cf,GPT 01,A,Analysis,5.0,P3,-1.0046943186026525
2302,8c09cd568a2f07d6,Vincent,B,Analysis,5.0,P3,-1.164164359706397
2303,8944194b2121b319,Vincent,B,Analysis,5.0,P3,-0.3487724363505114
2304,75bfae39ea7d8d5b,Vincent,B,Analysis,5.0,P3,0.6533035312259791
2305,17ca821110ac1fa2,No AI,C,Analysis,4.0,P3,0.24967175643109654
2306,422317341c3e815e,Vincent,B,Analysis,5.0,P3,-0.5229487675817861
2307,e74d00befb08510a,Vincent,B,Analysis,5.0,P3,-0.3428477301976709
